,administrative,administrative_duration,informational,informational_duration,product_related,product_related_duration,bounce_rates,exit_rates,page_values,month,operating_systems,browser,region,traffic_type,visitor_type,weekend,revenue
149,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0226,0.044,0.0,May,MACOS,Safari,Western Europe,Bing search,Returning_Visitor,False,False
150,0.0,0 days 00:00:00,2,0 days 00:00:31.500000,33.0,0 days 00:00:31.500000,0.0,0.024,11.9,Mar,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,True
151,0.0,0 days 00:00:00,2,0 days 00:00:12,21.0,0 days 00:00:12,0.0094,0.036,5.1,May,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
152,9.0,0 days 00:05:13.166666700,4,0 days 00:03:41,62.0,0 days 00:03:41,0.0,0.006,17.0,May,Windows,Google Chrome,North America,Instagram Page,New_Visitor,True,False
153,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.0,0.0,Mar,Windows,Mozilla Firefox,Africa,Google search,Returning_Visitor,True,False
154,3.0,0 days 00:01:01,1,0 days 00:00:33.600000,70.0,0 days 00:00:33.600000,0.019,0.024,0.0,Jul,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,False
155,7.0,0 days 00:01:29.833333330,4,0 days 00:00:58,32.0,0 days 00:00:58,0.0053,0.019,17.5,Mar,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,True
156,0.0,0 days 00:00:28.900000,0,0 days 00:00:00,129.0,0 days 00:00:00,0.0,0.001,0.0,Nov,Windows,Mozilla Firefox,North America,Google search,New_Visitor,False,True
157,0.0,0 days 00:00:00,1,0 days 00:00:02,20.0,0 days 00:00:02,0.0017,0.026,0.0,Nov,iOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
158,0.0,0 days 00:00:00,0,0 days 00:00:00,9.0,0 days 00:00:00,0.0154,0.035,0.0,May,Android,Google Chrome,Asia,Direct Traffic,Returning_Visitor,False,False
159,0.0,0 days 00:00:00,0,0 days 00:00:00,44.0,0 days 00:00:00,0.0,0.002,36.5,May,Windows,Google Chrome,Western Europe,Google search,New_Visitor,True,True
160,6.0,0 days 00:00:51,2,0 days 00:02:46.666666700,50.0,0 days 00:02:46.666666700,0.0101,0.031,0.0,Dec,Windows,Google Chrome,North America,Google search,New_Visitor,False,False
161,4.0,0 days 00:01:22.500000,4,0 days 00:03:40,54.0,0 days 00:03:40,0.0018,0.029,14.9,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
162,10.0,0 days 00:01:58,3,0 days 00:01:36.500000,167.0,0 days 00:01:36.500000,0.0041,0.02,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
163,3.0,0 days 00:01:02.600000,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0,0.013,0.0,Nov,Windows,Google Chrome,North America,Twitter,Returning_Visitor,True,False
164,10.0,0 days 00:03:05.666666700,0,0 days 00:00:00,123.0,0 days 00:00:00,0.0046,0.012,1.2,Nov,Windows,Google Chrome,Africa,Other,Returning_Visitor,False,True
165,1.0,0 days 00:00:11,0,0 days 00:00:00,10.0,0 days 00:00:00,0.0,0.02,0.0,Nov,Windows,Google Chrome,Asia,Google search,Returning_Visitor,False,False
166,0.0,0 days 00:00:00,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0,0.067,0.0,May,Windows,Mozilla Firefox,Western Europe,Google search,Returning_Visitor,False,False
167,0.0,0 days 00:00:00,0,0 days 00:00:00,40.0,0 days 00:00:00,0.0,0.017,0.0,Dec,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
168,0.0,0 days 00:00:00,0,0 days 00:00:00,24.0,0 days 00:00:00,0.0,0.021,0.0,May,Windows,Google Chrome,Eastern Europe,Bing search,Returning_Visitor,False,False
169,7.0,0 days 00:00:06,0,0 days 00:00:00,38.0,0 days 00:00:00,0.0,0.01,0.0,Aug,iOS,Safari,North America,Bing search,Returning_Visitor,False,False
170,0.0,0 days 00:00:00,0,0 days 00:00:00,18.0,0 days 00:00:00,0.021,0.048,0.0,Mar,Windows,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
171,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.009,51.1,Dec,Windows,Mozilla Firefox,North America,Youtube channel,New_Visitor,True,True
172,0.0,0 days 00:01:40.020000,3,0 days 00:00:31.500000,7.0,0 days 00:00:31.500000,0.0,0.02,0.0,Nov,Android,Google Chrome,North America,Twitter,Returning_Visitor,False,False
173,0.0,0 days 00:00:00,0,0 days 00:00:00,38.0,0 days 00:00:00,0.015,0.028,0.0,May,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,False,False
174,0.0,0 days 00:00:00,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0094,0.04,0.0,May,Windows,Google Chrome,North America,Bing search,Returning_Visitor,False,False
175,0.0,0 days 00:00:00,0,0 days 00:00:00,12.0,0 days 00:00:00,0.04,0.05,0.0,May,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,False
176,0.0,0 days 00:00:06,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0053,0.022,14.7,Mar,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,True
177,2.0,0 days 00:01:17.421858540,5,0 days 00:01:48.580000,154.0,0 days 00:01:48.580000,0.0222,0.029,9.1,Nov,MACOS,Safari,Africa,Facebook ads,Returning_Visitor,False,True
178,4.0,0 days 00:02:25.500000,0,0 days 00:00:00,13.0,0 days 00:00:00,0.0,0.015,0.0,Mar,MACOS,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
179,0.0,0 days 00:00:00,6,0 days 00:01:04.500000,15.0,0 days 00:01:04.500000,0.0,0.037,0.0,Mar,Windows,Google Chrome,North America,Youtube channel,New_Visitor,False,False
180,0.0,0 days 00:00:00,0,0 days 00:00:00,38.0,0 days 00:00:00,0.0097,0.011,0.0,Nov,MACOS,Safari,North America,Youtube channel,Returning_Visitor,False,False
181,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Mar,Android,Google Chrome,North America,Affiliate marketing,Returning_Visitor,False,False
182,4.0,0 days 00:00:06,0,0 days 00:00:00,111.0,0 days 00:00:00,0.0022,0.022,0.0,Nov,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,False
183,2.0,0 days 00:00:18,0,0 days 00:00:00,21.0,0 days 00:00:00,0.0,0.028,0.0,May,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
184,0.0,0 days 00:00:15.333333330,1,0 days 00:03:19.700000,6.0,0 days 00:03:19.700000,0.0,0.025,0.0,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
185,0.0,0 days 00:00:00,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0053,0.033,0.0,May,Windows,Google Chrome,Southern Africa,Bing search,Returning_Visitor,False,False
186,0.0,0 days 00:00:00,0,0 days 00:00:00,24.0,0 days 00:00:00,0.0,0.012,0.0,Jul,Windows,Google Chrome,Northern Africa,Google search,Returning_Visitor,False,False
187,0.0,0 days 00:00:00,0,0 days 00:00:00,21.0,0 days 00:00:00,0.0333,0.047,0.0,May,Windows,Microsoft Edge,North America,Twitter,Returning_Visitor,False,False
188,0.0,0 days 00:00:06,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0,0.012,0.0,Nov,Windows,Google Chrome,South America,Google search,Returning_Visitor,False,False
189,6.0,0 days 00:03:14.321429600,2,0 days 00:00:48,43.0,0 days 00:00:48,0.005,0.014,7.9,Mar,MACOS,Safari,Africa,Google search,Returning_Visitor,False,True
190,5.0,0 days 00:00:54.500000,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0,0.02,0.0,Feb,Windows,Google Chrome,North America,Instagram Page,New_Visitor,True,False
191,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.05,0.0,Dec,Windows,Google Chrome,Oceania,Facebook ads,Returning_Visitor,False,False
192,3.0,0 days 00:00:56.500000,2,0 days 00:00:14.250000,21.0,0 days 00:00:14.250000,0.0128,0.025,0.0,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,True
193,4.0,0 days 00:00:45.500000,1,0 days 00:00:10,17.0,0 days 00:00:10,0.0,0.017,0.0,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,False,False
194,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.1,0.0,May,MACOS,Safari,Asia,Bing search,Returning_Visitor,False,False
195,0.0,0 days 00:00:00,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0181,0.044,0.0,May,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,True,False
196,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.1,0.0,Aug,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
197,4.0,0 days 00:02:55.400000,0,0 days 00:00:00,50.0,0 days 00:00:00,0.0054,0.006,0.0,May,Android,Google Chrome,South America,Instagram Page,Returning_Visitor,True,False
198,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.1333,0.113,0.0,May,Android,Google Chrome,Eastern Europe,Facebook ads,Returning_Visitor,False,False
199,1.0,0 days 00:09:50.800000,0,0 days 00:00:00,41.0,0 days 00:00:00,0.0,0.001,54.9,Nov,MACOS,Safari,Asia,Google search,New_Visitor,False,True
200,0.0,0 days 00:00:00,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0,0.067,0.0,Dec,MACOS,Safari,Africa,Youtube channel,Returning_Visitor,False,False
201,0.0,0 days 00:00:00,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0,0.02,0.0,Nov,MACOS,Safari,Asia,Affiliate marketing,Returning_Visitor,True,False
202,1.0,0 days 00:00:24.200000,0,0 days 00:00:00,16.0,0 days 00:00:00,0.0105,0.015,0.0,Nov,Windows,Google Chrome,Oceania,Youtube ads,Returning_Visitor,True,False
203,2.0,0 days 00:00:20.250000,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.033,0.0,Oct,Windows,Google Chrome,South America,Google search,New_Visitor,False,False
204,0.0,0 days 00:00:00,0,0 days 00:00:00,4.0,0 days 00:00:00,0.1,0.167,0.0,Jul,Windows,Mozilla Firefox,Eastern Europe,Facebook ads,Returning_Visitor,False,False
205,3.0,0 days 00:02:30.600000,0,0 days 00:00:00,38.0,0 days 00:00:00,0.0,0.022,0.0,June,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
206,5.0,0 days 00:00:59.516666670,3,0 days 00:00:41.500000,150.0,0 days 00:00:41.500000,0.0011,0.017,1.2,Dec,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,True
207,3.0,0 days 00:00:43,0,0 days 00:00:00,23.0,0 days 00:00:00,0.0,0.017,0.7,Dec,Windows,Google Chrome,North America,Google search,New_Visitor,True,True
208,1.0,0 days 00:00:59,0,0 days 00:00:00,40.0,0 days 00:00:00,0.0,0.013,0.0,Mar,MACOS,Safari,South America,Yahoo Search,Returning_Visitor,True,False
209,0.0,0 days 00:00:00,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0125,0.031,13.3,May,MACOS,Safari,South America,Bing search,Returning_Visitor,True,True
210,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.0,0.034,0.0,May,MACOS,Safari,Southern Africa,Google search,Returning_Visitor,True,False
211,0.0,0 days 00:00:00,0,0 days 00:00:00,24.0,0 days 00:00:00,0.0053,0.014,0.0,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
212,5.0,0 days 00:02:19.500000,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0,0.008,0.0,Dec,Windows,Mozilla Firefox,Oceania,Google search,New_Visitor,True,False
213,1.0,0 days 00:01:26.500000,0,0 days 00:00:00,96.0,0 days 00:00:00,0.0155,0.025,4.2,May,Windows,Google Chrome,Africa,Twitter,Returning_Visitor,False,True
214,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,May,Android,Google Chrome,North America,Instagram ads,Returning_Visitor,True,False
215,1.0,0 days 00:00:06,1,0 days 00:00:06,13.0,0 days 00:00:06,0.0,0.011,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
216,12.0,0 days 00:05:43.097520100,1,0 days 00:00:56.500000,186.0,0 days 00:00:56.500000,0.0037,0.02,1.0,Nov,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,True,True
217,0.0,0 days 00:00:06,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,May,MACOS,Safari,North America,Google search,Returning_Visitor,False,False
218,0.0,0 days 00:00:00,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0,0.017,0.0,Nov,Windows,Google Chrome,Western Europe,Youtube ads,Returning_Visitor,False,False
219,0.0,0 days 00:00:00,0,0 days 00:00:00,3.0,0 days 00:00:00,0.1,0.133,0.0,May,MACOS,Safari,Asia,Instagram ads,Returning_Visitor,False,False
220,0.0,0 days 00:00:00,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0385,0.041,0.0,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,True,False
221,3.0,0 days 00:00:49.500000,0,0 days 00:00:00,41.0,0 days 00:00:00,0.0,0.017,0.0,Nov,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
222,0.0,0 days 00:00:00,0,0 days 00:00:00,47.0,0 days 00:00:00,0.0033,0.018,0.0,Nov,Windows,Microsoft Edge,Western Europe,Google search,Returning_Visitor,False,True
223,8.0,0 days 00:07:01.833333300,3,0 days 00:27:30,111.0,0 days 00:27:30,0.0054,0.019,3.5,Nov,Windows,Internet Explorer,Eastern Europe,Google search,Returning_Visitor,False,True
224,10.0,0 days 00:02:25.826121100,2,0 days 00:02:49.250000,182.0,0 days 00:02:49.250000,0.0,0.017,18.2,Nov,Windows,Microsoft Edge,Africa,Facebook ads,Returning_Visitor,False,True
225,1.0,0 days 00:00:00,0,0 days 00:00:00,19.0,0 days 00:00:00,0.0046,0.022,0.0,May,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,False,False
226,1.0,0 days 00:00:16,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0286,0.024,0.0,June,Android,Google Chrome,Southern Africa,Youtube ads,Returning_Visitor,False,False
227,1.0,0 days 00:00:56.500000,4,0 days 00:01:40.133333299,30.0,0 days 00:01:40.133333299,0.0264,0.03,0.0,Nov,Android,Android,Southern Africa,Facebook ads,Returning_Visitor,False,False
228,0.0,0 days 00:00:00,0,0 days 00:00:00,26.0,0 days 00:00:00,0.0053,0.036,58.4,May,Windows,Google Chrome,North America,Instagram ads,Returning_Visitor,False,True
229,7.0,0 days 00:02:21.021000,3,0 days 00:03:23,23.0,0 days 00:03:23,0.0208,0.027,2.5,May,iOS,Safari,Western Europe,Google search,Returning_Visitor,False,False
230,0.0,0 days 00:00:00,0,0 days 00:00:00,30.0,0 days 00:00:00,0.0056,0.025,0.0,Dec,MACOS,Safari,Southern Africa,Instagram ads,New_Visitor,False,False
231,5.0,0 days 00:00:06,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0,0.017,0.0,May,Windows,Google Chrome,Asia,Google search,New_Visitor,False,False
232,3.0,0 days 00:00:26,0,0 days 00:00:00,24.0,0 days 00:00:00,0.0077,0.014,8.0,Dec,MACOS,Safari,Western Europe,Youtube channel,Returning_Visitor,False,True
233,5.0,0 days 00:00:46.500000,0,0 days 00:00:00,24.0,0 days 00:00:00,0.0,0.016,0.0,Mar,Windows,Mozilla Firefox,Eastern Europe,Instagram ads,Returning_Visitor,False,False
234,6.0,0 days 00:01:09.250000,0,0 days 00:00:00,28.0,0 days 00:00:00,0.0105,0.045,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
235,7.0,0 days 00:01:09,0,0 days 00:00:00,4.0,0 days 00:00:00,0.0,0.006,0.0,Dec,Windows,Google Chrome,North America,Youtube channel,New_Visitor,False,False
236,0.0,0 days 00:00:00,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0053,0.05,0.0,May,MACOS,Safari,South America,Instagram ads,Returning_Visitor,False,False
237,2.0,0 days 00:00:06,0,0 days 00:00:00,17.0,0 days 00:00:00,0.0,0.013,0.0,Aug,Windows,Google Chrome,North America,Twitter,Returning_Visitor,False,False
238,0.0,0 days 00:00:00,9,0 days 00:08:59.500000,75.0,0 days 00:08:59.500000,0.0029,0.018,0.0,Nov,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
239,0.0,0 days 00:00:00,1,0 days 00:00:03,38.0,0 days 00:00:03,0.0907,0.072,11.0,May,Android,Google Chrome,North America,Youtube ads,Returning_Visitor,False,True
240,0.0,0 days 00:00:00,0,0 days 00:00:00,10.0,0 days 00:00:00,0.0,0.04,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
241,8.0,0 days 00:02:24.100000,0,0 days 00:00:00,35.0,0 days 00:00:00,0.0078,0.016,0.0,Nov,MACOS,Safari,North America,Instagram ads,Returning_Visitor,False,False
242,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.0,0.05,0.0,Mar,Windows,Google Chrome,North America,Google search,Returning_Visitor,True,False
243,1.0,0 days 00:00:05,0,0 days 00:00:00,11.0,0 days 00:00:00,0.0286,0.045,0.0,May,Android,Google Chrome,South America,Bing search,Returning_Visitor,False,False
244,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,May,Windows,Google Chrome,Eastern Europe,Twitter,Returning_Visitor,True,False
245,0.0,0 days 00:00:00,2,0 days 00:00:12.166666670,21.0,0 days 00:00:12.166666670,0.007,0.018,40.8,Nov,Windows,Google Chrome,North America,Facebook ads,New_Visitor,True,True
246,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0182,0.025,0.0,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,True,False
247,0.0,0 days 00:00:00,0,0 days 00:00:00,2.0,0 days 00:00:00,0.2,0.2,0.0,Dec,Windows,Google Chrome,Eastern Europe,Tik Tok ads,Returning_Visitor,False,False
248,5.0,0 days 00:00:06,0,0 days 00:00:00,10.0,0 days 00:00:00,0.06,0.045,0.0,May,Android,Google Chrome,Africa,Direct Traffic,Returning_Visitor,False,False
249,0.0,0 days 00:00:00,0,0 days 00:00:00,5.0,0 days 00:00:00,0.0,0.04,0.0,Mar,Android,Google Chrome,Western Europe,Yahoo Search,Returning_Visitor,True,False
250,0.0,0 days 00:00:00,0,0 days 00:00:00,18.0,0 days 00:00:00,0.0,0.035,0.0,May,Windows,Opera,North America,Facebook ads,Returning_Visitor,False,False
251,1.0,0 days 00:00:49.700000,0,0 days 00:00:00,60.0,0 days 00:00:00,0.0003,0.019,0.0,Oct,Windows,Google Chrome,North America,Google search,New_Visitor,False,False
252,0.0,0 days 00:00:00,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0,0.05,0.0,Dec,Windows,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
253,3.0,0 days 00:00:20.500000,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0225,0.046,48.2,Nov,Windows,Mozilla Firefox,Western Europe,Facebook ads,Returning_Visitor,True,True
254,4.0,0 days 00:08:22.500000,1,0 days 00:00:21,239.0,0 days 00:00:21,0.0118,0.03,0.0,May,Windows,Google Chrome,North America,Facebook ads,Returning_Visitor,False,False
255,4.0,0 days 00:02:54.750000,0,0 days 00:00:00,46.0,0 days 00:00:00,0.0,0.013,14.9,Nov,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,True
256,1.0,0 days 00:00:37,0,0 days 00:00:00,14.0,0 days 00:00:00,0.0105,0.042,0.0,Oct,Windows,Google Chrome,Oceania,Google search,Returning_Visitor,False,False
257,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0667,0.1,0.0,Mar,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
258,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.0,0.014,0.0,May,Android,Google Chrome,North America,Bing search,Returning_Visitor,False,False
259,0.0,0 days 00:00:06,0,0 days 00:00:00,8.0,0 days 00:00:00,0.0456,0.108,0.0,Mar,Windows,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,False,False
260,3.0,0 days 00:02:34,0,0 days 00:00:00,7.0,0 days 00:00:00,0.0,0.007,0.0,Mar,MACOS,Safari,Eastern Europe,Google search,New_Visitor,True,False
261,0.0,0 days 00:00:00,0,0 days 00:00:00,39.0,0 days 00:00:00,0.0032,0.021,0.0,May,Windows,Microsoft Edge,North America,Instagram ads,Returning_Visitor,False,False
262,10.0,0 days 00:06:52.858571400,0,0 days 00:00:00,50.0,0 days 00:00:00,0.0108,0.039,7.0,Mar,Android,Google Chrome,Western Europe,Facebook ads,Returning_Visitor,True,False
263,0.0,0 days 00:00:06,0,0 days 00:00:00,62.0,0 days 00:00:00,0.0088,0.048,0.0,Nov,Windows,Microsoft Edge,Northern Africa,Google search,Returning_Visitor,False,False
264,3.0,0 days 00:03:52.875000,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.025,0.0,Aug,Windows,Opera,Western Europe,Bing search,Returning_Visitor,False,False
265,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Nov,MACOS,Safari,Asia,Google search,Returning_Visitor,False,False
266,8.0,0 days 00:04:08.423829500,1,0 days 00:01:55.500000,77.0,0 days 00:01:55.500000,0.0,0.005,0.0,Dec,Android,Google Chrome,Eastern Europe,Google search,Returning_Visitor,False,False
267,3.0,0 days 00:00:23,0,0 days 00:00:00,135.0,0 days 00:00:00,0.0039,0.013,2.1,Dec,Android,Google Chrome,Southern Africa,Youtube ads,Returning_Visitor,False,False
268,2.0,0 days 00:00:28,0,0 days 00:00:00,27.0,0 days 00:00:00,0.0,0.018,0.0,Nov,iOS,Safari,Western Europe,Youtube channel,Returning_Visitor,False,False
269,0.0,0 days 00:00:00,0,0 days 00:00:00,39.0,0 days 00:00:00,0.0578,0.044,0.0,Nov,MACOS,Safari,South America,Youtube ads,Returning_Visitor,True,False
270,1.0,0 days 00:01:03.625000,2,0 days 00:00:55.333333330,9.0,0 days 00:00:55.333333330,0.0173,0.038,0.0,Nov,Windows,Google Chrome,North America,Google search,Returning_Visitor,False,False
271,5.0,0 days 00:01:31.100000,0,0 days 00:00:00,3.0,0 days 00:00:00,0.0,0.029,0.0,June,Windows,Google Chrome,Northern Africa,Instagram Page,New_Visitor,False,False
272,0.0,0 days 00:00:00,1,0 days 00:00:00,9.0,0 days 00:00:00,0.0286,0.048,0.0,May,Windows,Google Chrome,Western Europe,Bing search,Returning_Visitor,True,False
273,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.2,0.2,0.0,Mar,Android,Google Chrome,Western Europe,Google search,Returning_Visitor,False,False
274,0.0,0 days 00:00:00,0,0 days 00:00:00,6.0,0 days 00:00:00,0.0,0.05,0.0,Mar,Windows,Mozilla Firefox,North America,Instagram ads,Returning_Visitor,False,False
275,4.0,0 days 00:00:30.166666670,3,0 days 00:04:18.500000,169.0,0 days 00:04:18.500000,0.0089,0.026,1.2,Nov,Android,Google Chrome,North America,Google search,Returning_Visitor,False,True
276,0.0,0 days 00:00:00,0,0 days 00:00:00,42.0,0 days 00:00:00,0.0,0.019,0.0,Dec,MACOS,Samsung Internet,Eastern Europe,Direct Traffic,Returning_Visitor,False,False
277,0.0,0 days 00:00:00,0,0 days 00:00:00,1.0,0 days 00:00:00,0.04,0.06,0.0,Nov,Windows,Internet Explorer,Western Europe,Instagram ads,Returning_Visitor,False,False
278,0.0,0 days 00:00:00,0,0 days 00:00:00,20.0,0 days 00:00:00,0.0291,0.041,0.0,May,Windows,Google Chrome,North America,Youtube ads,Returning_Visitor,False,False
